"State_name","Year","PC_no","PC_name","PC_type","Electors","ga_no","poll_no","Polling_Date","Counting_Date","Result_Date"
"ANDHRA_PRADESH",1962,1,"SRIKAKULAM","GEN",443080,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,2,"PARVATHIPURAM","ST",420816,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,3,"CHEEPURUPALLI","GEN",410167,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,4,"VISAKHAPATNAM","GEN",397925,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,5,"ANAKAPALLI","GEN",427862,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,6,"NARSIPATNAM","ST",407319,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,7,"RAJAHMUNDRY","ST",450040,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,8,"KAKINADA","GEN",454089,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,9,"AMALAPRUAM","SC",478247,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,10,"NARASAPUR","GEN",478392,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,11,"ELURU","GEN",470098,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,12,"GUDIVADA","GEN",493266,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,13,"VIJAYWADA","GEN",449300,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,14,"MASULIPATNAM","GEN",475481,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,15,"TENALI","GEN",479831,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,16,"GUNTUR","GEN",516008,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,17,"ONGOLE","GEN",513758,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,18,"MARKAPUR","GEN",474652,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,19,"KAVALI","GEN",478746,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,20,"NELLORE","SC",480699,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,21,"TIRUPATHI","SC",383042,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,22,"CHITTOR","GEN",437788,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,23,"RAJAMPET","GEN",442554,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,24,"CUDDAPAH","GEN",497180,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,25,"ANANTPUR","GEN",467475,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,26,"HINDUPUR","GEN",420888,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,27,"ADONI","GEN",419077,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,28,"KURNOOL","GEN",463818,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,29,"GADWAL","GEN",447475,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,30,"MAHBUBNAGAR","SC",413872,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,31,"HYDRABAD","GEN",315412,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,32,"SECUNDERABAD","GEN",380287,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,33,"VICARABAD","GEN",419557,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,34,"MEDAK","GEN",414481,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,35,"NIZAMABAD","GEN",444598,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,36,"ADILABAD","GEN",404283,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,37,"KARIMNAGAR","GEN",437969,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,38,"PADAPALLI","SC",412742,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,39,"WARRANGAL","GEN",408061,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,40,"MAHBUBABAD","GEN",426441,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,41,"KHAMMAM","GEN",450611,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,42,"NALGONDA","GEN",446641,3,0,NA,NA,NA
"ANDHRA_PRADESH",1962,43,"MIRYALGUDA","SC",453828,3,0,NA,NA,NA
"ASSAM",1962,1,"CACHAR","GEN",383045,3,0,NA,NA,NA
"ASSAM",1962,2,"KARIMGANJ","SC",397814,3,0,NA,NA,NA
"ASSAM",1962,3,"AUTONOMOUS DISTRICTS","ST",320132,3,0,NA,NA,NA
"ASSAM",1962,4,"DHUBRI","GEN",391360,3,0,NA,NA,NA
"ASSAM",1962,5,"GOALPARA","ST",429220,3,0,NA,NA,NA
"ASSAM",1962,6,"GAUHATI","GEN",467175,3,0,NA,NA,NA
"ASSAM",1962,7,"BARPETA","GEN",450184,3,0,NA,NA,NA
"ASSAM",1962,8,"DARRANG","GEN",378754,3,0,NA,NA,NA
"ASSAM",1962,9,"NOWGONG","GEN",471350,3,0,NA,NA,NA
"ASSAM",1962,10,"JORHAT","GEN",404220,3,0,NA,NA,NA
"ASSAM",1962,11,"SIBSAGAR","GEN",458998,3,0,NA,NA,NA
"ASSAM",1962,12,"DIBRUGARH","GEN",390564,3,0,NA,NA,NA
"BIHAR",1962,1,"BAGAHA","GEN",385005,3,0,NA,NA,NA
"BIHAR",1962,2,"MOTIHARI","SC",379579,3,0,NA,NA,NA
"BIHAR",1962,3,"BETTIAH","SC",380043,3,0,NA,NA,NA
"BIHAR",1962,4,"GOPALGANJ","GEN",422101,3,0,NA,NA,NA
"BIHAR",1962,5,"SIWAN","GEN",424260,3,0,NA,NA,NA
"BIHAR",1962,6,"CHAPRA","GEN",459344,3,0,NA,NA,NA
"BIHAR",1962,7,"MAHARAJGANJ","GEN",401654,3,0,NA,NA,NA
"BIHAR",1962,8,"KESARIA","GEN",389402,3,0,NA,NA,NA
"BIHAR",1962,9,"HAJIPUR","GEN",421299,3,0,NA,NA,NA
"BIHAR",1962,10,"MAHUA","SC",447690,3,0,NA,NA,NA
"BIHAR",1962,11,"MUZAFFARPUR","GEN",464546,3,0,NA,NA,NA
"BIHAR",1962,12,"SITAMARHI","GEN",455960,3,0,NA,NA,NA
"BIHAR",1962,13,"PUPRI","GEN",415653,3,0,NA,NA,NA
"BIHAR",1962,14,"JAINAGAR","GEN",471460,3,0,NA,NA,NA
"BIHAR",1962,15,"MADHUBANI","GEN",427660,3,0,NA,NA,NA
"BIHAR",1962,16,"SAMASTIPUR","GEN",383747,3,0,NA,NA,NA
"BIHAR",1962,17,"DARBHANGA","GEN",487848,3,0,NA,NA,NA
"BIHAR",1962,18,"ROSERA","SC",431956,3,0,NA,NA,NA
"BIHAR",1962,19,"SAHARSA","GEN",426782,3,0,NA,NA,NA
"BIHAR",1962,20,"SONBARSA","SC",402111,3,0,NA,NA,NA
"BIHAR",1962,21,"KISHANGANJ","GEN",486140,3,0,NA,NA,NA
"BIHAR",1962,22,"PURNEA","GEN",503100,3,0,NA,NA,NA
"BIHAR",1962,23,"KATIHAR","GEN",451056,3,0,NA,NA,NA
"BIHAR",1962,24,"RAJMAHAL","SC",389321,3,0,NA,NA,NA
"BIHAR",1962,25,"GODDA","GEN",395448,3,0,NA,NA,NA
"BIHAR",1962,26,"DUMKA","ST",399218,3,0,NA,NA,NA
"BIHAR",1962,27,"BANKA","GEN",412008,3,0,NA,NA,NA
"BIHAR",1962,28,"BHAGALPUR","GEN",436725,3,0,NA,NA,NA
"BIHAR",1962,29,"MONGHYR","GEN",374823,3,0,NA,NA,NA
"BIHAR",1962,30,"JAMUI","SC",408420,3,0,NA,NA,NA
"BIHAR",1962,31,"KHAGARIA","GEN",431546,3,0,NA,NA,NA
"BIHAR",1962,32,"BEGUSARAI","GEN",404740,3,0,NA,NA,NA
"BIHAR",1962,33,"NALANDA","GEN",453708,3,0,NA,NA,NA
"BIHAR",1962,34,"BARH","GEN",377162,3,0,NA,NA,NA
"BIHAR",1962,35,"PATNA","GEN",400456,3,0,NA,NA,NA
"BIHAR",1962,36,"SHAHABAD","GEN",415615,3,0,NA,NA,NA
"BIHAR",1962,37,"BUXAR","GEN",453468,3,0,NA,NA,NA
"BIHAR",1962,38,"BIKRAMGANJ","GEN",423247,3,0,NA,NA,NA
"BIHAR",1962,39,"SASARAM","SC",416753,3,0,NA,NA,NA
"BIHAR",1962,40,"AURANGABAD","GEN",409761,3,0,NA,NA,NA
"BIHAR",1962,41,"JAHANABAD","GEN",436653,3,0,NA,NA,NA
"BIHAR",1962,42,"NAWADA","SC",420933,3,0,NA,NA,NA
"BIHAR",1962,43,"GAYA","GEN",337429,3,0,NA,NA,NA
"BIHAR",1962,44,"CHATRA","GEN",379753,3,0,NA,NA,NA
"BIHAR",1962,45,"GIRIDIH","GEN",374463,3,0,NA,NA,NA
"BIHAR",1962,46,"DHANBAD","GEN",451555,3,0,NA,NA,NA
"BIHAR",1962,47,"HAZARI BAGH","GEN",395311,3,0,NA,NA,NA
"BIHAR",1962,48,"RANCHI EAST","GEN",373768,3,0,NA,NA,NA
"BIHAR",1962,49,"JAMSHEDPUR","GEN",435297,3,0,NA,NA,NA
"BIHAR",1962,50,"SINGHBHUM","ST",413797,3,0,NA,NA,NA
"BIHAR",1962,51,"RANCHI WEST","ST",421139,3,0,NA,NA,NA
"BIHAR",1962,52,"LOHARDAGA","ST",368021,3,0,NA,NA,NA
"BIHAR",1962,53,"PALAMAU","GEN",386107,3,0,NA,NA,NA
"DELHI",1962,1,"NEW DELHI","GEN",268661,3,0,NA,NA,NA
"DELHI",1962,2,"CHANDNI CHOWK","GEN",201891,3,0,NA,NA,NA
"DELHI",1962,3,"DELHI SADAR","GEN",234520,3,0,NA,NA,NA
"DELHI",1962,4,"KAROL BAGH","SC",308688,3,0,NA,NA,NA
"DELHI",1962,5,"OUTER DELHI","GEN",331600,3,0,NA,NA,NA
"GUJARAT",1962,1,"KUTCH","GEN",408740,3,0,NA,NA,NA
"GUJARAT",1962,2,"SURENDRANAGAR","GEN",437334,3,0,NA,NA,NA
"GUJARAT",1962,3,"RAJKOT","GEN",390228,3,0,NA,NA,NA
"GUJARAT",1962,4,"JAMNAGAR","GEN",426809,3,0,NA,NA,NA
"GUJARAT",1962,5,"JUNAGADH","GEN",423066,3,0,NA,NA,NA
"GUJARAT",1962,6,"AMRELI","GEN",418212,3,0,NA,NA,NA
"GUJARAT",1962,7,"BHAVNAGAR","GEN",448886,3,0,NA,NA,NA
"GUJARAT",1962,8,"BANASKANTHA","GEN",441054,3,0,NA,NA,NA
"GUJARAT",1962,9,"SABARKANTHA","GEN",417575,3,0,NA,NA,NA
"GUJARAT",1962,10,"MEHSANA","GEN",446979,3,0,NA,NA,NA
"GUJARAT",1962,11,"PATAN","GEN",389956,3,0,NA,NA,NA
"GUJARAT",1962,12,"AHMEDABAD","GEN",433392,3,0,NA,NA,NA
"GUJARAT",1962,13,"SABARMATI","SC",454460,3,0,NA,NA,NA
"GUJARAT",1962,14,"ANAND","GEN",472873,3,0,NA,NA,NA
"GUJARAT",1962,15,"KAIRA","GEN",436539,3,0,NA,NA,NA
"GUJARAT",1962,16,"PANCHMAHALS","GEN",408271,3,0,NA,NA,NA
"GUJARAT",1962,17,"DOHAD","SC",443761,3,0,NA,NA,NA
"GUJARAT",1962,18,"BARODA","GEN",446026,3,0,NA,NA,NA
"GUJARAT",1962,19,"BROACH","GEN",429499,3,0,NA,NA,NA
"GUJARAT",1962,20,"MANDVI","ST",462461,3,0,NA,NA,NA
"GUJARAT",1962,21,"SURAT","GEN",417377,3,0,NA,NA,NA
"GUJARAT",1962,22,"BULSAR","ST",471481,3,0,NA,NA,NA
"HIMACHAL_PRADESH",1962,1,"CHAMBA","GEN",81428,3,0,NA,NA,NA
"HIMACHAL_PRADESH",1962,2,"MANDI","GEN",93127,3,0,NA,NA,NA
"HIMACHAL_PRADESH",1962,3,"MAHASU","GEN",60883,3,0,NA,NA,NA
"HIMACHAL_PRADESH",1962,4,"SIRMUR","SC",76158,3,0,NA,NA,NA
"KERALA",1962,1,"KASERGOD","GEN",460358,3,0,NA,NA,NA
"KERALA",1962,2,"TELLICHERRY","GEN",501672,3,0,NA,NA,NA
"KERALA",1962,3,"BADAGARA","GEN",463498,3,0,NA,NA,NA
"KERALA",1962,4,"KOZHIKODE","GEN",434064,3,0,NA,NA,NA
"KERALA",1962,5,"MANJERI","GEN",431863,3,0,NA,NA,NA
"KERALA",1962,6,"PALGHAT","SC",417640,3,0,NA,NA,NA
"KERALA",1962,7,"POONANI","GEN",411076,3,0,NA,NA,NA
"KERALA",1962,8,"TRICHUR","GEN",438212,3,0,NA,NA,NA
"KERALA",1962,9,"MUKUNDAPURAM","GEN",457338,3,0,NA,NA,NA
"KERALA",1962,10,"ERNAKULAM","GEN",455280,3,0,NA,NA,NA
"KERALA",1962,11,"MUVATTUPUZHA","GEN",467654,3,0,NA,NA,NA
"KERALA",1962,12,"KOTTAYAM","GEN",409662,3,0,NA,NA,NA
"KERALA",1962,13,"AMBALAPUZHA","GEN",445802,3,0,NA,NA,NA
"KERALA",1962,14,"THIRUVALLA","GEN",436674,3,0,NA,NA,NA
"KERALA",1962,15,"MAVILEKARA","SC",422829,3,0,NA,NA,NA
"KERALA",1962,16,"QULLON","GEN",442109,3,0,NA,NA,NA
"KERALA",1962,17,"CHIRAYINKIL","GEN",437189,3,0,NA,NA,NA
"KERALA",1962,18,"TRIVANDURAM","GEN",470222,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,1,"BHIND","SC",467201,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,2,"GWALIOR","GEN",431098,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,3,"SHIVPURI","GEN",441893,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,4,"GUNA","GEN",481461,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,5,"TIKAMGARH","SC",450112,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,6,"KHAJURAHO","GEN",469766,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,7,"REWA","GEN",448725,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,8,"SIDHI","GEN",436817,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,9,"SHAHDOL","ST",458324,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,10,"SURGUJA","ST",427701,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,11,"RAIGARH","GEN",438535,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,12,"JANJGIR","GEN",443124,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,13,"BILASPUR","GEN",439048,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,14,"BALODA BAZAR","SC",427546,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,15,"MAHASAMUND","GEN",470198,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,16,"RAIPUR","ST",458195,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,17,"BASTAR","ST",421440,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,18,"RAJNANDGAON","GEN",440331,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,19,"DURG","GEN",519964,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,20,"BALAGHAT","GEN",415891,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,21,"MANDLA","ST",411583,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,22,"JABALPUR","GEN",396079,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,23,"DAMOH","SC",419223,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,24,"SAGAR","GEN",428923,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,25,"SEONI","ST",417744,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,26,"CHHINDWARA","GEN",462730,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,27,"HOSHANGABAD","GEN",385818,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,28,"BHOPAL","GEN",507527,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,29,"RAJGARH","GEN",422942,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,30,"UJJAIN","GEN",443172,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,31,"INDORE","GEN",405346,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,32,"DEWAS","SC",438964,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,33,"KHANDWA","GEN",449704,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,34,"KHARGONE","GEN",456670,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,35,"JHABUA","ST",420959,3,0,NA,NA,NA
"MADHYA_PRADESH",1962,36,"MANDSAUR","GEN",419484,3,0,NA,NA,NA
"MADRAS",1962,1,"MADRAS NORTH","GEN",452645,3,0,NA,NA,NA
"MADRAS",1962,2,"MADRAS SOUTH","GEN",486728,3,0,NA,NA,NA
"MADRAS",1962,3,"SRIPERUMBUDUR","SC",465133,3,0,NA,NA,NA
"MADRAS",1962,4,"CHINGLEPUT","GEN",429553,3,0,NA,NA,NA
"MADRAS",1962,5,"TIRUVALLUR","GEN",484018,3,0,NA,NA,NA
"MADRAS",1962,6,"VELLORE","GEN",434404,3,0,NA,NA,NA
"MADRAS",1962,7,"WANDIWASH","SC",416676,3,0,NA,NA,NA
"MADRAS",1962,8,"TIRUVANNAMALAI","GEN",449968,3,0,NA,NA,NA
"MADRAS",1962,9,"TINDIVANAM","GEN",441497,3,0,NA,NA,NA
"MADRAS",1962,10,"CUDDALORE","GEN",479031,3,0,NA,NA,NA
"MADRAS",1962,11,"CHIDAMBARAM","GEN",457267,3,0,NA,NA,NA
"MADRAS",1962,12,"TIRUKOILUR","SC",437767,3,0,NA,NA,NA
"MADRAS",1962,13,"TIRUPPATTUR","GEN",453447,3,0,NA,NA,NA
"MADRAS",1962,14,"KRISHNAGIRI","GEN",473080,3,0,NA,NA,NA
"MADRAS",1962,15,"SALEM","GEN",440434,3,0,NA,NA,NA
"MADRAS",1962,16,"TIRUCHENGODE","GEN",416657,3,0,NA,NA,NA
"MADRAS",1962,17,"NAMAKKAL","SC",408580,3,0,NA,NA,NA
"MADRAS",1962,18,"ERODE","GEN",478370,3,0,NA,NA,NA
"MADRAS",1962,19,"GOHICHETTIPALAYAM","GEN",435401,3,0,NA,NA,NA
"MADRAS",1962,20,"NILGIRIS","GEN",450481,3,0,NA,NA,NA
"MADRAS",1962,21,"COIMBATORE","GEN",509869,3,0,NA,NA,NA
"MADRAS",1962,22,"POLLACHI","GEN",448744,3,0,NA,NA,NA
"MADRAS",1962,23,"PERIYAKULAM","GEN",444152,3,0,NA,NA,NA
"MADRAS",1962,24,"MADURAI","GEN",487321,3,0,NA,NA,NA
"MADRAS",1962,25,"MELUR","SC",421613,3,0,NA,NA,NA
"MADRAS",1962,26,"DINDIGUL","GEN",461145,3,0,NA,NA,NA
"MADRAS",1962,27,"KARUR","GEN",461862,3,0,NA,NA,NA
"MADRAS",1962,28,"TIRUCHIRAPALI","GEN",438690,3,0,NA,NA,NA
"MADRAS",1962,29,"PERAMBALUR","GEN",473412,3,0,NA,NA,NA
"MADRAS",1962,30,"PUDUKKOTTAI","GEN",446368,3,0,NA,NA,NA
"MADRAS",1962,31,"KUMBAKONAM","GEN",451280,3,0,NA,NA,NA
"MADRAS",1962,32,"MAYURAM","SC",449027,3,0,NA,NA,NA
"MADRAS",1962,33,"NAGAPATTINAM","GEN",448355,3,0,NA,NA,NA
"MADRAS",1962,34,"THANJAVUR","GEN",453163,3,0,NA,NA,NA
"MADRAS",1962,35,"RAMANATHAPURAM","GEN",517361,3,0,NA,NA,NA
"MADRAS",1962,36,"ARUPPUKKOTTAI","GEN",496604,3,0,NA,NA,NA
"MADRAS",1962,37,"KOILPATTI","SC",454673,3,0,NA,NA,NA
"MADRAS",1962,38,"TIRUNELVELI","GEN",470895,3,0,NA,NA,NA
"MADRAS",1962,39,"TENKASAI","GEN",458052,3,0,NA,NA,NA
"MADRAS",1962,40,"TIRUCHENDUR","GEN",460766,3,0,NA,NA,NA
"MADRAS",1962,41,"NAGERCOIL","GEN",430947,3,0,NA,NA,NA
"MAHARASHTRA",1962,1,"BOMBAY CITY SOUTH","GEN",423466,3,0,NA,NA,NA
"MAHARASHTRA",1962,2,"BOMBAY CITY CENTRAL SOUTH","GEN",504610,3,0,NA,NA,NA
"MAHARASHTRA",1962,3,"BOMBAY CITY CENTRAL NORTH","SC",505136,3,0,NA,NA,NA
"MAHARASHTRA",1962,4,"BOMBAY CITY NORTH","GEN",764016,3,0,NA,NA,NA
"MAHARASHTRA",1962,5,"THANA","GEN",442152,3,0,NA,NA,NA
"MAHARASHTRA",1962,6,"BHIWANDI","ST",416369,3,0,NA,NA,NA
"MAHARASHTRA",1962,7,"KOLABA","GEN",368288,3,0,NA,NA,NA
"MAHARASHTRA",1962,8,"POONA","GEN",434811,3,0,NA,NA,NA
"MAHARASHTRA",1962,9,"BARAMATI","GEN",394076,3,0,NA,NA,NA
"MAHARASHTRA",1962,10,"KHED","GEN",414923,3,0,NA,NA,NA
"MAHARASHTRA",1962,11,"RATNAGIRI","GEN",370560,3,0,NA,NA,NA
"MAHARASHTRA",1962,12,"RAJAPUR","GEN",358888,3,0,NA,NA,NA
"MAHARASHTRA",1962,13,"KOLHAPUR","GEN",391727,3,0,NA,NA,NA
"MAHARASHTRA",1962,14,"HATKANANGLE","SC",417516,3,0,NA,NA,NA
"MAHARASHTRA",1962,15,"MIRAJ","GEN",457931,3,0,NA,NA,NA
"MAHARASHTRA",1962,16,"KARAD","GEN",410517,3,0,NA,NA,NA
"MAHARASHTRA",1962,17,"SATARA","GEN",424447,3,0,NA,NA,NA
"MAHARASHTRA",1962,18,"SHOLAPUR","GEN",426718,3,0,NA,NA,NA
"MAHARASHTRA",1962,19,"PANDHARPUR","SC",446047,3,0,NA,NA,NA
"MAHARASHTRA",1962,20,"AHMEDNAGAR","GEN",403913,3,0,NA,NA,NA
"MAHARASHTRA",1962,21,"KOPARGAON","GEN",394458,3,0,NA,NA,NA
"MAHARASHTRA",1962,22,"NASIK","GEN",373284,3,0,NA,NA,NA
"MAHARASHTRA",1962,23,"MALEGAON","GEN",462305,3,0,NA,NA,NA
"MAHARASHTRA",1962,24,"NANDURBAR","ST",401769,3,0,NA,NA,NA
"MAHARASHTRA",1962,25,"DHULIA","GEN",467691,3,0,NA,NA,NA
"MAHARASHTRA",1962,26,"JALGAON","GEN",428293,3,0,NA,NA,NA
"MAHARASHTRA",1962,27,"BULDANA","GEN",428466,3,0,NA,NA,NA
"MAHARASHTRA",1962,28,"KHAMGAON","SC",447158,3,0,NA,NA,NA
"MAHARASHTRA",1962,29,"AKOLA","GEN",450141,3,0,NA,NA,NA
"MAHARASHTRA",1962,30,"AMRAVATI","GEN",475329,3,0,NA,NA,NA
"MAHARASHTRA",1962,31,"RAMTEK","GEN",451896,3,0,NA,NA,NA
"MAHARASHTRA",1962,32,"NAGPUR","GEN",490679,3,0,NA,NA,NA
"MAHARASHTRA",1962,33,"BHANDARA","GEN",439103,3,0,NA,NA,NA
"MAHARASHTRA",1962,34,"GONDIA","SC",462370,3,0,NA,NA,NA
"MAHARASHTRA",1962,35,"CHANDA","GEN",424370,3,0,NA,NA,NA
"MAHARASHTRA",1962,36,"WARDHA","GEN",493191,3,0,NA,NA,NA
"MAHARASHTRA",1962,37,"YEOTMAL","GEN",407055,3,0,NA,NA,NA
"MAHARASHTRA",1962,38,"NANDED","GEN",464287,3,0,NA,NA,NA
"MAHARASHTRA",1962,39,"LATUR","SC",455257,3,0,NA,NA,NA
"MAHARASHTRA",1962,40,"OSMANABAD","GEN",432197,3,0,NA,NA,NA
"MAHARASHTRA",1962,41,"BHIR","GEN",435591,3,0,NA,NA,NA
"MAHARASHTRA",1962,42,"PARBHANI","GEN",432162,3,0,NA,NA,NA
"MAHARASHTRA",1962,43,"JALNA","GEN",448036,3,0,NA,NA,NA
"MAHARASHTRA",1962,44,"AURANGABAD","GEN",455034,3,0,NA,NA,NA
"MANIPUR",1962,1,"INNER MANIPUR","GEN",212925,3,0,NA,NA,NA
"MANIPUR",1962,2,"OUTER MANIPUR","ST",92285,3,0,NA,NA,NA
"MYSORE",1962,1,"BIDAR","SC",416621,3,0,NA,NA,NA
"MYSORE",1962,2,"GULBARGA","GEN",413239,3,0,NA,NA,NA
"MYSORE",1962,3,"BIJAPUR NORTH","GEN",393246,3,0,NA,NA,NA
"MYSORE",1962,4,"BIJAPUR SOUTH","GEN",430246,3,0,NA,NA,NA
"MYSORE",1962,5,"CHIKODI","GEN",396721,3,0,NA,NA,NA
"MYSORE",1962,6,"BELGAUM","GEN",421032,3,0,NA,NA,NA
"MYSORE",1962,7,"KANARA","GEN",488300,3,0,NA,NA,NA
"MYSORE",1962,8,"DHARWAR SOUTH","GEN",419192,3,0,NA,NA,NA
"MYSORE",1962,9,"DHARWAR NORTH","GEN",439047,3,0,NA,NA,NA
"MYSORE",1962,10,"RAICHUR","GEN",436535,3,0,NA,NA,NA
"MYSORE",1962,11,"KOPPAL","GEN",459762,3,0,NA,NA,NA
"MYSORE",1962,12,"BELLARY","GEN",481935,3,0,NA,NA,NA
"MYSORE",1962,13,"CHITRADURGA","GEN",502170,3,0,NA,NA,NA
"MYSORE",1962,14,"SHIMOGA","GEN",474616,3,0,NA,NA,NA
"MYSORE",1962,15,"UDIPI","GEN",423300,3,0,NA,NA,NA
"MYSORE",1962,16,"MANGALORE","GEN",449154,3,0,NA,NA,NA
"MYSORE",1962,17,"HASSAN","GEN",433487,3,0,NA,NA,NA
"MYSORE",1962,18,"TIPTUR","GEN",458300,3,0,NA,NA,NA
"MYSORE",1962,19,"TUMKUR","GEN",425051,3,0,NA,NA,NA
"MYSORE",1962,20,"CHIKBALLAPUR","GEN",450873,3,0,NA,NA,NA
"MYSORE",1962,21,"KOLAR","SC",422809,3,0,NA,NA,NA
"MYSORE",1962,22,"BANGALORE CITY","GEN",392753,3,0,NA,NA,NA
"MYSORE",1962,23,"BANGLORE","GEN",424993,3,0,NA,NA,NA
"MYSORE",1962,24,"MANDYA","GEN",452406,3,0,NA,NA,NA
"MYSORE",1962,25,"CHAMARAJANAGAR","SC",414982,3,0,NA,NA,NA
"MYSORE",1962,26,"MYSORE","GEN",433122,3,0,NA,NA,NA
"ODISHA",1962,1,"NOWRANGPUR","GEN",420286,3,0,NA,NA,NA
"ODISHA",1962,2,"KORAPUT","ST",461502,3,0,NA,NA,NA
"ODISHA",1962,3,"CHATRAPUR","GEN",413107,3,0,NA,NA,NA
"ODISHA",1962,4,"BHANJANAGAR","SC",403922,3,0,NA,NA,NA
"ODISHA",1962,5,"PHULBANI","ST",399384,3,0,NA,NA,NA
"ODISHA",1962,6,"KALAHANDI","GEN",373402,3,0,NA,NA,NA
"ODISHA",1962,7,"BOLANGIR","SC",420780,3,0,NA,NA,NA
"ODISHA",1962,8,"SAMBALPUR","GEN",433181,3,0,NA,NA,NA
"ODISHA",1962,9,"SUNDERGARH","ST",476109,3,0,NA,NA,NA
"ODISHA",1962,10,"KEONJHAR","GEN",370850,3,0,NA,NA,NA
"ODISHA",1962,11,"DHENKANAL","GEN",439926,3,0,NA,NA,NA
"ODISHA",1962,12,"ANGUL","GEN",445165,3,0,NA,NA,NA
"ODISHA",1962,13,"PURI","GEN",475128,3,0,NA,NA,NA
"ODISHA",1962,14,"BHUBANESWAR","GEN",454994,3,0,NA,NA,NA
"ODISHA",1962,15,"CUTTACK","GEN",484807,3,0,NA,NA,NA
"ODISHA",1962,16,"JAJPUR","SC",476679,3,0,NA,NA,NA
"ODISHA",1962,17,"KENDRAPARA","GEN",489055,3,0,NA,NA,NA
"ODISHA",1962,18,"BHADRAK","SC",482279,3,0,NA,NA,NA
